content,score,at,sentiment,clean_content
"cacat, gabisa login pake google, ampe setengah jam ditunggu asik muter aja",1,2026-05-13 15:28:42.000000,negatif,cacat gabisa login pake google ampe jam ditunggu asik muter aja
kalo ada bintang 100 juga bakal gua lebihin tu bintang ahahahha,5,2026-05-13 15:26:40.000000,positif,kalo bintang gua lebihin tu bintang ahahahha
sangat cocok,5,2026-05-13 15:23:39.000000,positif,cocok
"membantu aku sih, tapi kadang ada bug hehe..",4,2026-05-13 15:21:23.000000,positif,membantu sih kadang bug hehe
"jmbt asw ai anjg, gapaham mulu pdhl udh berkali kali anj bngst",1,2026-05-13 15:13:19.000000,negatif,jmbt asw ai anjg gapaham mulu pdhl udh berkali kali anj bngst
bagus asik lagi,5,2026-05-13 15:09:09.000000,positif,bagus asik
ok 👍,5,2026-05-13 15:08:26.000000,positif,ok
bagus sekali gambarnya jernih sekali,5,2026-05-13 15:03:12.000000,positif,bagus gambarnya jernih
baguss banget aplikasi ini,4,2026-05-13 15:01:53.000000,positif,baguss banget aplikasi
bagusssss,3,2026-05-13 15:00:32.000000,netral,bagusssss
aku suka sama apk ini sesuai sama yg aku mau,5,2026-05-13 14:59:52.000000,positif,suka apk sesuai yg
mantap🫡,5,2026-05-13 14:56:12.000000,positif,mantap
baguss,5,2026-05-13 14:53:47.000000,positif,baguss
Karena realistis,5,2026-05-13 14:52:47.000000,positif,realistis
Bener² sangat bagus...saya sangat suka banget karna bermanfaat banget bagi saya😊😊,5,2026-05-13 14:52:33.000000,positif,bener bagussaya suka banget karna bermanfaat banget
"terlalu banyak limit ni apk, gw pengen adu ilmu susah bet, chat aja ad limitnya, prasaan dlu gada kek gituan",1,2026-05-13 14:50:48.000000,negatif,limit ni apk gw pengen adu ilmu susah bet chat aja ad limitnya prasaan dlu gada kek gituan
bagus,5,2026-05-13 14:50:17.000000,positif,bagus
"saya suka aplikasi chatGPT,, yang selama pag ini telah membantu saya belajar bahasa Inggris 🙏",5,2026-05-13 14:46:14.000000,positif,suka aplikasi chatgpt pag membantu belajar bahasa inggris
mending hapus aja aplikasi nggak ada gunanya,1,2026-05-13 14:45:23.000000,negatif,mending hapus aja aplikasi nggak gunanya
mantap,5,2026-05-13 14:43:43.000000,positif,mantap
baguss banget ngedit di sini saya sukaa,5,2026-05-13 14:42:03.000000,positif,baguss banget ngedit sukaa
banyak update tapi sering bug lolllll,1,2026-05-13 14:40:20.000000,negatif,update bug lolllll
"lama,kurang minat,banyak aturan,gasuka",1,2026-05-13 14:36:58.000000,negatif,lamakurang minatbanyak aturangasuka
enak bagus banget dan okelah klo buat belajar,5,2026-05-13 14:36:46.000000,positif,enak bagus banget okelah klo belajar
keren,5,2026-05-13 14:35:15.000000,positif,keren
"bagus bangat ini aplikasi, membantu aku bangatb",5,2026-05-13 14:24:36.000000,positif,bagus bangat aplikasi membantu bangatb
aplikasinya bagus tapi tiap aku ajak bicara tombol volume HP aku harus di besarin supaya kedengaran suaranya jadi aku kurang nyaman tolong diperbaikin ya supaya suaranya jauh lebih kuat nggak kayak suara semut,4,2026-05-13 14:23:32.000000,positif,aplikasinya bagus ajak bicara tombol volume hp besarin kedengaran suaranya kurang nyaman tolong diperbaikin ya suaranya kuat nggak kayak suara semut
berguna.,4,2026-05-13 14:20:45.000000,positif,berguna
seru sangat membantu,5,2026-05-13 14:20:08.000000,positif,seru membantu
bagus,4,2026-05-13 14:19:51.000000,positif,bagus
Nice 🙌🏻,5,2026-05-13 14:18:49.000000,positif,nice
bagus,3,2026-05-13 14:17:12.000000,netral,bagus
sngat membantu,5,2026-05-13 14:17:09.000000,positif,sngat membantu
sangat membantu,5,2026-05-13 14:15:05.000000,positif,membantu
haruss tepatt dan tidakk di guga guga,2,2026-05-13 14:13:19.000000,negatif,haruss tepatt tidakk guga guga
sangat membantu,5,2026-05-13 14:10:32.000000,positif,membantu
lumayan,4,2026-05-13 14:10:19.000000,positif,lumayan
oke good,4,2026-05-13 14:09:10.000000,positif,oke good
kurang cepat aja,2,2026-05-13 14:06:09.000000,negatif,kurang cepat aja
sangat membantu sekali,5,2026-05-13 14:04:54.000000,positif,membantu
"keren, sangat membantu",5,2026-05-13 14:04:54.000000,positif,keren membantu
bagus banget sangat membantu menjawab pertanyaan sepele atau susah,5,2026-05-13 14:02:18.000000,positif,bagus banget membantu sepele susah
sangat bagus,5,2026-05-13 14:01:54.000000,positif,bagus
bagus banget aplikasinya,5,2026-05-13 13:56:04.000000,positif,bagus banget aplikasinya
ok,5,2026-05-13 13:56:04.000000,positif,ok
sangat membantu,5,2026-05-13 13:55:33.000000,positif,membantu
sangat membantu,5,2026-05-13 13:54:37.000000,positif,membantu
mantapp,5,2026-05-13 13:50:08.000000,positif,mantapp
sangat membantu,5,2026-05-13 13:48:35.000000,positif,membantu
bagus,5,2026-05-13 13:46:05.000000,positif,bagus
aku suka banget 😭💅 soalnya bisa menenangkan isi pikiran ku,4,2026-05-13 13:42:46.000000,positif,suka banget menenangkan isi pikiran ku
iya,5,2026-05-13 13:40:28.000000,positif,iya
bagus banget,5,2026-05-13 13:40:25.000000,positif,bagus banget
bagus ainya,4,2026-05-13 13:39:21.000000,positif,bagus ainya
baikk,5,2026-05-13 13:38:05.000000,positif,baikk
good job,5,2026-05-13 13:34:32.000000,positif,good job
menurut saya aplikasi ini berguna banget buat kebutuhan edit mengedit,5,2026-05-13 13:31:03.000000,positif,aplikasi berguna banget kebutuhan edit mengedit
gambar memuaskan,5,2026-05-13 13:30:03.000000,positif,gambar memuaskan
bagus,5,2026-05-13 13:25:18.000000,positif,bagus
chatgpt bagus si menurutku AI nya responsif😁 bisa edit foto juga aku kasih bintang lima ⭐⭐⭐⭐⭐,5,2026-05-13 13:24:00.000000,positif,chatgpt bagus si menurutku ai nya responsif edit foto kasih bintang
pakai jas mirip CEO,4,2026-05-13 13:23:38.000000,positif,pakai jas ceo
oke,5,2026-05-13 13:19:21.000000,positif,oke
good tapi jangan diubah wajah kalo edit,5,2026-05-13 13:19:18.000000,positif,good jangan diubah wajah kalo edit
mantap,5,2026-05-13 13:16:48.000000,positif,mantap
bagussssss,5,2026-05-13 13:14:44.000000,positif,bagussssss
sagat keren,5,2026-05-13 13:14:18.000000,positif,sagat keren
perfect bngt 😍,5,2026-05-13 13:09:05.000000,positif,perfect bngt
"bagus untuk belajar, tapi tolong jangan banyak batasan bagi yang tidak berlangganan atau yang mengguankan paketn free.",5,2026-05-13 13:08:58.000000,positif,bagus belajar tolong jangan batasan tidak berlangganan mengguankan paketn free
ya gt,5,2026-05-13 13:08:31.000000,positif,ya gt
i like,5,2026-05-13 13:05:56.000000,positif,i like
sangat² bagus,5,2026-05-13 13:04:15.000000,positif,bagus
bagus banget jujur aku suka kalo buat bikin foto gituu,5,2026-05-13 13:01:36.000000,positif,bagus banget jujur suka kalo bikin foto gituu
bermanfaat bagi sayaa,5,2026-05-13 13:00:39.000000,positif,bermanfaat sayaa
good,5,2026-05-13 12:58:39.000000,positif,good
bagus banget apkny,5,2026-05-13 12:58:26.000000,positif,bagus banget apkny
good game,5,2026-05-13 12:56:55.000000,positif,good game
bagus,5,2026-05-13 12:55:56.000000,positif,bagus
keren,5,2026-05-13 12:53:08.000000,positif,keren
nice,5,2026-05-13 12:51:48.000000,positif,nice
bagus bet dah,5,2026-05-13 12:48:39.000000,positif,bagus bet dah
mantap aplikasinya,5,2026-05-13 12:46:43.000000,positif,mantap aplikasinya
baguss,4,2026-05-13 12:46:23.000000,positif,baguss
aku suka banget cakep banget hasilnya,2,2026-05-13 12:45:36.000000,negatif,suka banget cakep banget hasilnya
sangat bagus,5,2026-05-13 12:44:16.000000,positif,bagus
sngkt bgus,5,2026-05-13 12:39:38.000000,positif,sngkt bgus
aplikasi ini sangat membantu dalam desain,5,2026-05-13 12:39:18.000000,positif,aplikasi membantu desain
sangat bAgus,5,2026-05-13 12:36:05.000000,positif,bagus
keren,5,2026-05-13 12:35:40.000000,positif,keren
seru,5,2026-05-13 12:29:19.000000,positif,seru
aneh,1,2026-05-13 12:27:07.000000,negatif,aneh
tugas saya selalu benar,5,2026-05-13 12:26:36.000000,positif,tugas
sangat bagus aplikasi ini terimakasih,5,2026-05-13 12:24:27.000000,positif,bagus aplikasi terimakasih
baikk,5,2026-05-13 12:23:41.000000,positif,baikk
keren,5,2026-05-13 12:22:32.000000,positif,keren
bagus,5,2026-05-13 12:22:16.000000,positif,bagus
"aplikasi gacor, admin nya asik, respon cepat, no tipu tipu 🗿🔥",5,2026-05-13 12:18:14.000000,positif,aplikasi gacor admin nya asik respon cepat no tipu tipu
bagus sangat membantu,5,2026-05-13 12:17:08.000000,positif,bagus membantu
membantu bangat,5,2026-05-13 12:16:55.000000,positif,membantu bangat
bagus,5,2026-05-13 12:15:55.000000,positif,bagus
"mantap coyyyy, sayang produk jionis",5,2026-05-13 12:11:03.000000,positif,mantap coyyyy sayang produk jionis
w pake buat lu lucuan seru juga ternyata,5,2026-05-13 12:10:04.000000,positif,w pake lu lucuan seru
bagussss !,5,2026-05-13 12:07:24.000000,positif,bagussss
sangat membantu 👏👏👍👍👍,5,2026-05-13 12:04:18.000000,positif,membantu
keren,3,2026-05-13 12:03:10.000000,netral,keren
mantaff,5,2026-05-13 12:02:43.000000,positif,mantaff
bagus,5,2026-05-13 12:01:46.000000,positif,bagus
bagusss bangett,5,2026-05-13 12:01:23.000000,positif,bagusss bangett
membantu bangetttttttt bahkan tentang wajah aja dia ngerti baguss,5,2026-05-13 11:57:29.000000,positif,membantu bangetttttttt wajah aja ngerti baguss
meuaskan,5,2026-05-13 11:57:21.000000,positif,meuaskan
mantep,5,2026-05-13 11:55:37.000000,positif,mantep
bagusss bgt intinya,5,2026-05-13 11:55:01.000000,positif,bagusss bgt intinya
sangat menarik,5,2026-05-13 11:54:19.000000,positif,menarik
mantap,5,2026-05-13 11:52:17.000000,positif,mantap
ai nya baik hati,5,2026-05-13 11:51:06.000000,positif,ai nya hati
keren,5,2026-05-13 11:49:35.000000,positif,keren
baguss banget,5,2026-05-13 11:49:29.000000,positif,baguss banget
mantap edit cepat dan hasil top,5,2026-05-13 11:48:07.000000,positif,mantap edit cepat hasil top
bgs dan berguna 😘😘👍🏻👍🏻👍🏻👍🏻,5,2026-05-13 11:46:53.000000,positif,bgs berguna
Sangat memuaskan,5,2026-05-13 11:46:21.000000,positif,memuaskan
sangat transparan dan membantu saya dalam membuat konten,5,2026-05-13 11:44:47.000000,positif,transparan membantu konten
chatGPT ini sangat membantu bagi pelajar yang ingin berkarya,5,2026-05-13 11:40:05.000000,positif,chatgpt membantu pelajar berkarya
bagus banget meski kadang suka eror,4,2026-05-13 11:39:49.000000,positif,bagus banget kadang suka eror
luar biasa mantap,5,2026-05-13 11:38:23.000000,positif,mantap
bagus,4,2026-05-13 11:37:13.000000,positif,bagus
bagus dan seruuu,4,2026-05-13 11:35:59.000000,positif,bagus seruuu
"saya menyukai nya, karna memberi hasil sangat memuaskan 🤍🤏🏻",5,2026-05-13 11:35:26.000000,positif,menyukai nya karna hasil memuaskan
aplikasi ini sangat membantu sekali,4,2026-05-13 11:34:17.000000,positif,aplikasi membantu
wlamakkkk,5,2026-05-13 11:31:57.000000,positif,wlamakkkk
well,5,2026-05-13 11:31:36.000000,positif,well
belum akurat,3,2026-05-13 11:29:57.000000,netral,belum akurat
that so good,5,2026-05-13 11:28:15.000000,positif,that so good
bagua,5,2026-05-13 11:24:14.000000,positif,bagua
Good,5,2026-05-13 11:23:48.000000,positif,good
jir masak harus apgret ke Fersi go dulu baru bisah cet panjang dan membuat gambar,1,2026-05-13 11:22:10.000000,negatif,jir masak apgret fersi go bisah cet gambar
JANGAN DI DONLOAD GEUS APK YA ADA VIRUS DATA DATA KALIAN YA NANTI BISA ILANG SENGAJA AKU RETING BINTANG LIMA SUPAYA AKU TERATAS!!,5,2026-05-13 11:19:08.000000,positif,jangan donload geus apk ya virus data data ya ilang sengaja reting bintang teratas
mantap,5,2026-05-13 11:18:30.000000,positif,mantap
bagus sekali sangat membantu,5,2026-05-13 11:17:51.000000,positif,bagus membantu
"bagi aku sih kalo untuk foto nya emang bagus tapi waktu jawab pelajaran,,dan waktu dikoreksi pasti ada aja yg kurang gitu,tapi kalo menurut aku bagus kok,di update lagi aja apa gitu biar makin hd🤭",4,2026-05-13 11:17:15.000000,positif,sih kalo foto nya emang bagus pelajarandan dikoreksi aja yg kurang gitutapi kalo bagus kokdi update aja gitu biar hd
good,5,2026-05-13 11:13:38.000000,positif,good
aplikasi ini bagus bgt,5,2026-05-13 11:12:30.000000,positif,aplikasi bagus bgt
sangat membantu ....,5,2026-05-13 11:10:57.000000,positif,membantu
sangat menyenangkan,1,2026-05-13 11:09:16.000000,negatif,menyenangkan
bangus bangetttt walau kadang-kadang agak ngeselin😅,5,2026-05-13 11:04:54.000000,positif,bangus bangetttt kadangkadang ngeselin
suka sekali,5,2026-05-13 11:03:39.000000,positif,suka
aku suka aplikasi ini karena bisa ngerjain tugas sekolah aku.,5,2026-05-13 11:02:19.000000,positif,suka aplikasi ngerjain tugas sekolah
good,5,2026-05-13 11:00:58.000000,positif,good
chat gpt ini ini bagus udh bisa jawab pertanyaan pertanya nya trs edit foto pokok nya keren,5,2026-05-13 10:59:37.000000,positif,chat gpt bagus udh pertanya nya trs edit foto pokok nya keren
sangat bagus,5,2026-05-13 10:58:32.000000,positif,bagus
bagus,5,2026-05-13 10:56:59.000000,positif,bagus
memuaskan,5,2026-05-13 10:52:24.000000,positif,memuaskan
kesulitan login di apk 😂😭,1,2026-05-13 10:52:14.000000,negatif,kesulitan login apk
bagus dan jelas,5,2026-05-13 10:49:00.000000,positif,bagus
bagus,5,2026-05-13 10:48:06.000000,positif,bagus
keren apknyaa terimakasih chatgpt 🫰🏻,5,2026-05-13 10:46:50.000000,positif,keren apknyaa terimakasih chatgpt
good,5,2026-05-13 10:44:59.000000,positif,good
lumayan lah keren,5,2026-05-13 10:43:57.000000,positif,lumayan keren
sukak banget,5,2026-05-13 10:43:52.000000,positif,sukak banget
bagus aja,5,2026-05-13 10:43:35.000000,positif,bagus aja
good,4,2026-05-13 10:43:11.000000,positif,good
bagus,5,2026-05-13 10:36:16.000000,positif,bagus
NO WAR!!!,1,2026-05-13 10:32:12.000000,negatif,no war
sangat bagus,5,2026-05-13 10:31:51.000000,positif,bagus
sangat bagus..,5,2026-05-13 10:30:34.000000,positif,bagus
sangat membantu ka,5,2026-05-13 10:27:12.000000,positif,membantu ka
bgus bngt,5,2026-05-13 10:26:03.000000,positif,bgus bngt
keren,5,2026-05-13 10:25:49.000000,positif,keren
gratis in plis,5,2026-05-13 10:16:55.000000,positif,gratis in plis
sangat bagus ini membuat ku mudah mengerti,5,2026-05-13 10:13:31.000000,positif,bagus ku mudah mengerti
bagus bgt apk nya langsung cak cek suka bgt sayank chatgpt deh,5,2026-05-13 10:10:51.000000,positif,bagus bgt apk nya langsung cak cek suka bgt sayank chatgpt deh
Bagus banget,5,2026-05-13 10:09:17.000000,positif,bagus banget
bermanfaat,5,2026-05-13 10:07:03.000000,positif,bermanfaat
bespren gw ini,5,2026-05-13 10:05:21.000000,positif,bespren gw
bagus ni aplikasi sampe gw kasih bintang 1 1 ai di suruh buat apa gambar salah Mulu muter² 2 ai nya terlalu bodoh 3 di suruh bikin jangan pake grafik ai tapi tetep pake grafik ai jelasin developer kenapa ai nya sejelek ini mungut di mana udah karatan ga hahahahahahahha,1,2026-05-13 10:04:34.000000,negatif,bagus ni aplikasi sampe gw kasih bintang ai suruh gambar salah mulu muter ai nya bodoh suruh bikin jangan pake grafik ai tetep pake grafik ai jelasin developer ai nya sejelek mungut udah karatan ga hahahahahahahha
sangatt baguss,5,2026-05-13 10:02:02.000000,positif,sangatt baguss
"good,but sometimes create mistakes so have to double check",4,2026-05-13 10:00:33.000000,positif,goodbut sometimes create mistakes so have to double check
bagus,5,2026-05-13 10:00:24.000000,positif,bagus
bagus dan berguna,5,2026-05-13 09:51:32.000000,positif,bagus berguna
keren,5,2026-05-13 09:44:41.000000,positif,keren
mantap,5,2026-05-13 09:41:20.000000,positif,mantap
mantap,5,2026-05-13 09:40:54.000000,positif,mantap
bagus tapi lelet,4,2026-05-13 09:40:13.000000,positif,bagus lelet
baguss bangettt,5,2026-05-13 09:32:03.000000,positif,baguss bangettt
"bagus penjelasannya,",5,2026-05-13 09:29:51.000000,positif,bagus penjelasannya
mantap,5,2026-05-13 09:25:56.000000,positif,mantap
sangat bagus dan membantu untuk buat prnk😅😅😅,5,2026-05-13 09:25:11.000000,positif,bagus membantu prnk
oke oke aja,5,2026-05-13 09:23:14.000000,positif,oke oke aja
sangat membantu,5,2026-05-13 09:22:09.000000,positif,membantu
mempermudah,5,2026-05-13 09:10:59.000000,positif,mempermudah
lumayan,5,2026-05-13 09:08:36.000000,positif,lumayan
caquep banget Sumpil ketagihan sayya,5,2026-05-13 09:05:23.000000,positif,caquep banget sumpil ketagihan sayya
mantab bos,5,2026-05-13 08:57:01.000000,positif,mantab bos
bagus sekali,5,2026-05-13 08:56:36.000000,positif,bagus
bagus,5,2026-05-13 08:54:10.000000,positif,bagus
aplikasinya sangat membantu,5,2026-05-13 08:53:55.000000,positif,aplikasinya membantu
lambat gk sesuai,1,2026-05-13 08:53:54.000000,negatif,lambat gk sesuai
suka banget sama ChatGPT aku rasa ini app terbaik,3,2026-05-13 08:52:59.000000,netral,suka banget chatgpt app terbaik
baguss,5,2026-05-13 08:51:26.000000,positif,baguss
jos cok,5,2026-05-13 08:51:25.000000,positif,jos cok
keren bro,5,2026-05-13 08:49:53.000000,positif,keren bro
bagus cuman agak lambat dikit,4,2026-05-13 08:48:02.000000,positif,bagus cuman lambat dikit
keren,5,2026-05-13 08:46:47.000000,positif,keren
CEPAT dan Fress,5,2026-05-13 08:46:18.000000,positif,cepat fress
"plis lah chat gpt kenapa pas ak mau ngedit foto suka gabisa, padahal ak juga ngedit nya ga berlebihan loohh, dan selalu bilang ak di bawah umur, why??, ak udh dewasa woyy, pliss😭, jadi tolong perbaiki ya chat gpt secepatnya tolong.",3,2026-05-13 08:46:02.000000,netral,plis chat gpt pas ak ngedit foto suka gabisa ak ngedit nya ga loohh bilang ak umur why ak udh dewasa woyy pliss tolong perbaiki ya chat gpt secepatnya tolong
aplikasi ini sangat berguna,5,2026-05-13 08:43:19.000000,positif,aplikasi berguna
bagus aplikasi ini ★★★★★,5,2026-05-13 08:42:20.000000,positif,bagus aplikasi
sangat membantuku tahu banyak hal,5,2026-05-13 08:37:50.000000,positif,membantuku
bgus bngttt,5,2026-05-13 08:36:36.000000,positif,bgus bngttt
nice,5,2026-05-13 08:34:02.000000,positif,nice
bgussss,5,2026-05-13 08:31:34.000000,positif,bgussss
sangat bagus sekali,5,2026-05-13 08:24:49.000000,positif,bagus
tidak Ada Dua Nya,5,2026-05-13 08:24:47.000000,positif,tidak nya
sangat bagus,5,2026-05-13 08:24:10.000000,positif,bagus
bagus apa pun yg kita ingin kan terwujud,5,2026-05-13 08:19:53.000000,positif,bagus yg terwujud
sangat bagus,5,2026-05-13 08:10:58.000000,positif,bagus
sangat bagus,5,2026-05-13 08:08:38.000000,positif,bagus
bagus saya puas dengan hasil nya,5,2026-05-13 08:03:42.000000,positif,bagus puas hasil nya
BAGUSS COCOK BUAT KALAU MAU TANYA TANYAA😘,5,2026-05-13 08:03:14.000000,positif,baguss cocok tanyaa
bagus,5,2026-05-13 08:01:22.000000,positif,bagus
"batasannya beberapa jam, tapi saat udah di reset dan chat sebentar langsung batasan lagi",2,2026-05-13 07:58:32.000000,negatif,batasannya jam udah reset chat sebentar langsung batasan
mantep co gelo,5,2026-05-13 07:58:17.000000,positif,mantep co gelo
hasilnya bagus,4,2026-05-13 07:54:27.000000,positif,hasilnya bagus
seru asik bisa di andelin👍🏻👍🏻,5,2026-05-13 07:52:24.000000,positif,seru asik andelin
bagus,5,2026-05-13 07:51:49.000000,positif,bagus
wowww,5,2026-05-13 07:51:43.000000,positif,wowww
bgus,5,2026-05-13 07:49:37.000000,positif,bgus
Mantap aplikasi sangat bagus,5,2026-05-13 07:48:31.000000,positif,mantap aplikasi bagus
